scopus_id,doi,title,journal,publication_year,keywords,abstract,llm_policy_claim
SCOPUS_ID:67349200243,10.1016/j.ypmed.2009.04.002,Does TV viewing during family meals make a difference in adolescent substance use?,Preventive Medicine,2009,Adolescents; Family meals; Substance use,"Objective: Family meals are important to adolescent health, but relatively little is known about TV viewing during family meals. The present paper examines the role that TV viewing during family meals may have on substance use behaviors among adolescents. Methods: A diverse sample of 806 Minnesota high school students (mean age 17.2 years) provided survey data in 2003-2004 regarding family meal frequency, substance use behavior and general family connectedness. General linear modeling was used to compare substance use across three family meal/TV categories in a cross-sectional analysis. Results: 28.6% of participants ate regular family meals without TV, and 27.5% had regular family meals while watching TV. Significant differences in cigarette smoking, alcohol and marijuana use were found for females reporting regular family meals versus no regular family meals, but did not differ significantly by TV viewing. No significant differences were found across groups of males. Conclusions: Results from this study indicate that TV viewing during family meals does not appear to attenuate the previously observed protective relationship between family meals and substance use for females. Benefits of family meals may be derived simply from having adolescents at home during mealtimes. © 2009 Elsevier Inc. All rights reserved.",False
SCOPUS_ID:0036891768,10.2105/ajph.92.12.1994,"Knowledge of, attitudes toward, and experience of complementary and alternative medicine in Western medicine- and Oriental medicine-trained physicians in Korea",American Journal Of Public Health,2002,,"Objectives. We compared knowledge of, attitudes toward, and experience with complementary and alternative medicine (CAM) among Western medicine-trained doctors (WMDs) and Oriental medicine-trained doctors (OMDs). Methods. In Korea, 502 WMDs and 500 OMDs were interviewed with a structured questionnaire. Results. OMDs held more favorable attitudes toward CAM than did WMDs. OMDs possessed a deeper understanding of and greater experience with CAM. OMDs more readily endorsed health beliefs congruent with CAM. Conclusions. In the future, CAM can be more readily used by OMDs than by WMDs. Because evidence for the effectiveness of CAM remains sparse, more research is needed for the prudent use of CAM in Korea. An education and training system for potential CAM providers remains to be developed.",False
SCOPUS_ID:79960548745,10.1093/aje/kwr088,Sex differences in subclinical atherosclerosis by race/ethnicity in the multi-ethnic study of atherosclerosis,American Journal Of Epidemiology,2011,"calcification, physiologic; continental population groups; coronary vessels; sex; social class","Sex differences in cardiovascular disease mortality are more pronounced among non-Hispanic whites than other racial/ethnic groups, but it is unknown whether this variation is present in the earlier subclinical stages of disease. The authors examined racial/ethnic variation in sex differences in coronary artery calcification (CAC) and carotid intimal media thickness at baseline in 2000-2002 among participants (n = 6,726) in the Multi-Ethnic Study of Atherosclerosis using binomial and linear regression. Models adjusted for risk factors in several stages: age, traditional cardiovascular disease risk factors, behavioral risk factors, psychosocial factors, and adult socioeconomic position. Women had a lower prevalence of any CAC and smaller amounts of CAC when present than men in all racial/ethnic groups. Sex differences in the prevalence of CAC were more pronounced in non-Hispanic whites than in African Americans and Chinese Americans after adjustment for traditional cardiovascular disease risk factors, and further adjustment for behavioral factors, psychosocial factors, and socioeconomic position did not modify these results (for race/sex, Pinteraction = 0.047). Similar patterns were observed for amount of CAC among adults with CAC. Racial/ethnic variation in sex differences for carotid intimal media thickness was less pronounced. In conclusion, coronary artery calcification is differentially patterned by sex across racial/ethnic groups. © 2011 The Author.",False
SCOPUS_ID:0028927818,10.2105/ajph.85.3.387,Preventive services for the elderly: Would coverage affect utilization and costs under Medicare?,American Journal Of Public Health,1995,,"Objectives. This study was undertaken to determine whether adding a benefit for preventive services to older Medicare beneficiaries would affect utilization end costs under Medicare. Methods. The demonstration used an experimental design, enrolling 4195 older, community-dwelling Medicare recipients. Medicare claims data for the 2 years in which the preventive visits occurred were compared for the intervention (n = 2105) and control (n=2090) groups. Monthly allowable charges for Part A and Part B services and number of hospital discharges end ambulatory visits were compared. Results. There were no significant differences in the charges between the groups owing to the intervention, although total charges were somewhat lower for the intervention group even when the cost of the intervention was included. Charges for both groups rose significantly as would be expected for en aging population. A companion paper describes a modest health benefit. Conclusions. There appears to be a modest health benefit with no negative cost impact. This finding gives en early quantitative basis for the discussion of whether to extend Medicare benefits to include a general preventive visit from a primary care clinician.",False
SCOPUS_ID:0035879585,10.1093/aje/154.2.106,Parental occupational exposures to chemicals and incidence of neuroblastoma in offspring,American Journal Of Epidemiology,2001,Child; Dust; Hydrocarbons; Metals; Neuroblastoma; Occupational exposure,"To evaluate the effects of parental occupational chemical exposures on incidence of neuroblastoma in offspring, the authors conducted a multicenter case-control study, using detailed exposure information that allowed examination of specific chemicals. Cases were 538 children aged 19 years who were newly diagnosed with confirmed neuroblastoma in 1992-1994 and were registered at any of 139 participating hospitals in the United States and Canada. One age-matched control for each of 504 cases was selected through random digit dialing. Self-reported exposures were reviewed by an industrial hygienist, and improbable exposures were reclassified. Effect estimates were calculated using unconditional logistic regression, adjusting for child's age and maternal demographic factors. Maternal exposures to most chemicals were not associated with neuroblastoma. Paternal exposures to hydrocarbons such as diesel fuel (odds ratio (OR) = 1.5; 95% confidence interval (Cl): 0.8, 2.6), lacquer thinner (OR = 3.5; 95% Cl: 1.6, 7.8), and turpentine (OR = 10.4; 95% Cl: 2.4, 44.8) were associated with an increased incidence of neuroblastoma, as were exposures to wood dust (OR = 1.5; 95% Cl: 0.8, 2.8) and solders (OR = 2.6; 95% Cl: 0.9, 7.1). The detailed exposure information available in this study has provided additional clues about the role of parental occupation as a risk factor for neuroblastoma.",False
SCOPUS_ID:0027416466,10.1016/s0749-3797(18)30769-4,The effect of routine use of computer-generated preventive reminders in a clinical practice,American Journal Of Preventive Medicine,1993,,"Computer-generated reminders for patients and physicians can increase provision of preventive services. On July 1, 1989, the Department of Family Medicine at the Medical University of South Carolina extended a computerized prevention reminder system to all physicians and adult patients in the department's clinical practice. The prevention program consisted of computer-generated physician reminders for any deficiencies in five preventive services at the time of patient visits, a personalized patient reminder letter sent just before a patient's birthday, and educational interventions. We defined adherence using a population-based approach, that is, the percentage of all eligible patients who had received the preventive services within the recommended period of time. The data revealed that the percentage of patients who received preventive services either increased or remained stable during the 12-month study period, which ended July 1, 1990. Adherence was greater for women, for older patients, and for those with Medicare/Medicaid and HMO insurance. We noted higher rates of adherence for all five preventive services, compared with baseline rates of adherence recorded on July 1, 1988. A population-based approach to prevention allows physicians to become more active in providing preventive care to patients. Computer-based reminder and tracking systems can integrate population-based prevention into practice.",False
SCOPUS_ID:0025287962,10.2105/ajph.80.6.704,Spanish version of the Nottingham Health Profile: Translation and preliminary validity,American Journal Of Public Health,1990,,"We report the transfer into Spanish of a multidimensional measure of perceived health originally developed in Great Britain, the Nottingham Health Profile (NHP), and an assessment of the preliminary validity of the version is presented. Translation of the questionnaire was obtained from experts and from a Spanish monolingual lay group. Construct validity of the version was assessed in two studies: testing relationship of NHP scores to other self-reported measures of health in a general population survey; and comparing NHP scores for a group of frequent users and for a group of non-users of primary health services. Mean scores of NHP dimensions were higher for people with poorer self-reported health and higher for the frequent health services users than for the non-users. Findings suggest that the Spanish version of the NHP is culturally equivalent to the original questionnaire, and has a similar level of construct validity. Nevertheless, further research on reliability and on the weighting system is required to establish the equivalence of the Spanish version definitively.",False
SCOPUS_ID:0036298731,10.1016/s0749-3797(02)00447-6,Estimating the cost of unmet HIV-prevention needs in the United States,American Journal Of Preventive Medicine,2002,,"Background: Although new HIV infection cases have dropped from over 160,000 per year in the mid-1980s to 40,000 per year in the 1990s, HIV incidence has been relatively unchanged for a decade. This number of annual incident infections suggests that substantial, unmet HIV-prevention needs continue to fuel the HIV epidemic in the United States. Objectives: This study estimates the cost of addressing the unmet HIV-prevention needs in the United States and establishes a performance standard by estimating the number of HIV infections that would have to be prevented in order for these programs to be considered cost saving to society. Methods: Standard methods of cost and threshold analysis were employed in this study. Interventions needed to address unmet behavioral risks include services to reduce sexual risk of HIV infection, services to provide access to sterile syringes for people who cannot stop injecting drugs, HIV counseling and testing, and intensive preventive services to help HIV-seropositive people avoid transmitting the virus to others. Results: If brief interventions are utilized to address sexual behavior risk, the total program cost (over and above current resource levels) is just over $817 million; and if more expensive multisession, small-group interventions are used, the costs increase to over $1.85 billion. However, even the higher-cost program has a threshold of only 12,000 infections that must be prevented in order for the program to be considered a cost saving to society. Conclusions: Addressing the remaining unmet HIV-preventive needs in the United States will require a substantial commitment of resources. However, even a greatly expanded HIV-preventive program in the United States could pay for itself through savings in averted medical care costs. © 2002 American Journal of Preventive Medicine.",True
SCOPUS_ID:0025338283,10.2105/ajph.80.6.734,Pertussis immunization in eight-month-old children in North Carolina,American Journal Of Public Health,1990,,"Between 1984 and 1987 reported pertussis cases in North Carolina increased threefold. Pertussis immunization rates were examined for those years in three one-year cohorts drawn from a random selection of North Carolina birth records. The percentage of children immunized with three DTPs at eight months of age was 58.1, 58.6, and 56.7 for the three cohorts. Only 20.5 percent of 117 reported pertussis cases in children 9-36 months of age during the last 10 years were adequately immunized. The low pertussis immunization rate may have contributed to the recent increase in pertussis cases in North Carolina.",False
SCOPUS_ID:35748940346,10.2105/ajph.2007.113282,Political will: A bridge between public health knowledge and action,American Journal Of Public Health,2007,,"We propose a new model of the public health policy cycle: the Bridges From Knowledge to Action model. Many prevention initiatives require policy change to achieve broad implementation. Political will, society's commitment to support or alter prevention initiatives, is essential for securing the resources for policy change. We focus on the role of political will in developing and implementing public health policy that integrates scientific evidence and community participation.",False
SCOPUS_ID:0032979016,10.2105/ajph.89.3.395,"Trends in body weight among American Indians: Findings from a telephone survey, 1985 through 1996",American Journal Of Public Health,1999,,"Objectives. This study compared trends in body mass index for American Indian men and women across selected regions of the United States. Methods. Self-reported data were collected from the Behavioral Risk Factor Surveillance System. Results. Among women in the Dakotas, New Mexico and Arizona, and Washington and Oregon, average adjusted body mass index increased significantly by 0.1 to 0.2 units per year. Among men in Alaska and the Dakotas, average adjusted body mass index also increased significantly by 0.1 to 0.2 units each year. Conclusions. Because of rapid increases in average body mass index, some American Indian populations could be burdened by an increased incidence of chronic disease.",False
SCOPUS_ID:0042836551,10.1093/aje/kwg170,Influence of participation in high-impact sports during adolescence and adulthood on bone mineral density in middle-aged men: A 27-year follow-up study,American Journal Of Epidemiology,2003,"Adolescence; Bone density; Densitometry, x-ray; Exercise; Follow-up studies; Men; Sports","This study examined whether participation in high-impact sports during adolescence and adulthood contributes to bone health in males aged 40 years. Data were analyzed on 154 Belgian men aged 13 years at study onset in 1969 and aged 40 years at the end of the 27-year follow-up. In a second analysis, subjects were divided into three groups according to their sports participation history: participation during adolescence and adulthood in high-impact sports (HH; n = 18), participation during adolescence in high-impact sports and during adulthood in nonimpact sports or no sports (HN; n = 15), and participation during adolescence and adulthood in nonimpact sports or no sports (NN; n = 14). Body mass and impact loading during adulthood were significant predictors of total body bone mineral density (BMD) and lumbar spine BMD. Analysis of variance revealed significant differences for lumbar spine BMD between the HH (1.12 g/cm2) group and the HN (1.01 g/cm2) and NN (0.99 g/cm2) groups (F = 5.07, p = 0.01). Total body BMD was also higher in the HH group at age 40 years, but not significantly (F = 3.17, p = 0.0515). Covariance analyses for total body BMD and lumbar spine BMD, with body mass and time spent participating in sports as covariates, confirmed these results. Continued participation in impact sports is beneficial for the skeletal health of males aged 40 years.",False
SCOPUS_ID:0032535639,10.1093/oxfordjournals.aje.a009609,"International variability in ages at menarche, first livebirth, and menopause",American Journal Of Epidemiology,1998,Menstruation; Reproductive history; Surveys,"The occurrences and timing of reproduction-related events, such as menarche, first birth, and menopause, play major roles in a woman's life. There is a lack of comparative information on the overall patterns of the ages at and the timing between these events among different populations of the world. This study describes the variability in reproductive factors across populations in Europe, the Americas, Asia, Australia, and Africa. The study sample consisted of 18,997 women from 13 centers in 11 countries interviewed between 1979 and 1988 who comprised the control group in a World Health Organization international, multicenter case-control study of female cancers. All were surveyed with the same questionnaire and methodology. Overall, a typical woman in this study reached menarche at age 14 years and delivered her first live child 8 years later, at age 22. She was 50 years old at natural menopause and had had 36 years of reproductive life. The median ages at menarche varied across centers from 13 to 16 years. For all centers, the median age at first livebirth was 20 or more years, with the largest observed median (25 years) occurring in China. The median delay from menarche to first livebirth ranged from 5 to 11 years. Among the centers, the median age at natural menopause ranged between 49 and 52 years. In most populations, younger women had a first birth at a later age than did older women. This tendency was more accentuated in some populations. These results reveal, perhaps for the first time, the variability of reproductive histories across different populations in a large variety of geographic and cultural settings. Except for menopause, international variability is substantial for both biologically related variables (age at menarche) and culturally related variables (age at first birth). There is a generational effect, characterized by more variability of age at first birth and delay to first birth in the younger than in the older generations.",False
SCOPUS_ID:33646471734,10.1093/ije/dyl043,Estimating the causes of 4 million neonatal deaths in the year 2000,International Journal Of Epidemiology,2006,Cause of death; Infant; Mortality; Newborn,"Background: Information on cause-of-death is lacking for 98% of the world's 4 million neonatal deaths that occur in countries with inadequate vital registration (VR). Our aim was to estimate, by country for the year 2000, the distribution of neonatal deaths across programme-relevant causes including: asphyxia, preterm birth, congenital abnormalities, sepsis/pneumonia, neonatal tetanus, diarrhoea, and 'other'. Methods: Two sources of neonatal cause-of-death data were examined: VR datasets for countries with high coverage (>90%), and published and unpublished studies identified through systematic searches. Multinomial regression was used to model the distribution of neonatal deaths. A VR-based model was used to estimate the distribution of causes of death for 37 low-mortality countries without national data. A study-based model was applied to obtain estimates for 111 high-mortality countries. Uncertainty estimates were derived using the jackknife approach. Results: Data from 44 countries with VR (96 797 neonatal deaths) and from 56 studies (29 countries, 13 685 neonatal deaths) met inclusion criteria. The distribution of reported causes of death varied substantially between countries and across studies. Based on 193 countries, the major causes of neonatal death globally were estimated to be infections (sepsis/pneumonia, tetanus, and diarrhoea, 35%), preterm birth (28%), and asphyxia (23%). Regional variation is important. Substantial uncertainty surrounds these estimates. Conclusions: This exercise highlights the lack of reliable cause-of-death data in the settings in which most neonatal deaths occur. Complex statistical models are not a panacea. Representative data with comparable case definitions and consistent hierarchical cause-of-death attribution are required. © 2006 Oxford University Press.",False
SCOPUS_ID:85205276146,10.1093/eurpub/ckae088,Environmental impact of dietary patterns in 10 European countries; a cross-sectional analysis of nationally representative dietary surveys,European Journal Of Public Health,2024,,"Background. Changing dietary patterns is essential to reducing the substantial environment impact of agriculture and food production systems. We performed a cross-country comparison of dietary patterns and their associated environmental impact in Europe, including by sociodemographic factors. Methods. We analyzed pooled cross-sectional dietary records collected during 2010–18 from 10 European countries using the European Food Safety Authority (EFSA) Comprehensive European Food Database (16 508 adults; aged 18–79 years). Each food consumed was mapped to the corresponding environmental impact data using the SHARP Indicators Database, which provides greenhouse gas emission (GHGE) and land use (LU) values of approximately 900 foods. Total diet-associated environmental impact was calculated for each person and averaged across multiple days. Multivariable linear regression models were used to compare diet-associated GHGE and LU between population subgroups (gender, age, education and diet type) with country-level fixed effects. Results. The mean dietary GHGE and LU per capita ranged from 4.0 kgCO2/day and 5.0 m2*year/day in Spain to 6.5 kgCO2eq/day and 8.2 m2*year/day in France. Diet-related GHGE and LU (per kg/food) were lower among females (2.6 kgCO2eq/day, B = −0.08, P < 0.01; 3.2 m2*year/day, B = −0.11, P < 0.01), older population aged 66–79 (2.6 kgCO2eq/day, B = −0.03, P < 0.01; 3.4 m2*year/day, B = −0.4, P < 0.01), people following vegetarian diets (1.7 kgCO2eq/day, B = −0.07, P < 0.01; 2.0 m2*year/day, B = −0.07, P < 0.01), and higher among individuals with secondary education (2.7 kgCO2eq/day, B = 0.05, P < 0.01; 3.6 m2*year/day, B = −0.05, P < 0.01). Conclusions. Environmental footprints vary substantially across countries, dietary patterns and between different sociodemographic groups in Europe. These findings are crucial for the development of country-specific food policies aimed at promoting environmentally sustainable diets.",True
SCOPUS_ID:85183513148,10.1016/j.ypmed.2024.107878,"Prevalence of occupational injury and its associated factors among emergency department physicians in China: A large sample, cross-sectional study",Preventive Medicine,2024,Emergency department; Occupational injury; Physicians; Workplace exposures,"Background: Medical personnel, particularly emergency department (ED) physicians, face a variety of occupational hazards. However, the current state of occupational injuries among ED physicians remains unknown. This study aimed to assess the occupational injury of Chinese ED physicians and to identify its associated factors. Methods: From July to August 2018, a cross-sectional survey was conducted in Chinese emergency departments. A structured questionnaire covering sociodemographic characteristics, individual health behaviours, and work-related characteristics was completed by 10,457 ED physicians. Binary logistic regression was used to analyse the factors associated with occupational injuries. Results: In this study, 81.13% of ED physicians reported occupational injuries in the previous 12 months. All participants who had experienced occupational injuries had suffered verbal violence. Among physicians who experienced at least one injury, 76.57% and 71.30% reported injuries sustained while moving patients and from falls, slips, and sprains during office visits, respectively. Occupational injuries were significantly associated with gender, education level, drinking behaviour, sleep quality, the frequency of night shifts per month, self-perceived physician shortage, and work-family conflict. Physicians who experienced effort–reward imbalance were at a higher risk of occupational injury. Conclusion: In China, occupational injuries are common among ED physicians. Individual factors as well as work-related factors are independently linked to occupational injuries. To reduce the rate of occupational injuries among ED physicians, health policymakers and healthcare facility managers should consider multi-injury interventions.",True
SCOPUS_ID:85126656916,10.1016/j.ypmed.2022.107019,"Human papilloma virus vaccination and cervical cancer screening coverage in managed care plans — United States, 2018",Preventive Medicine,2022,Cervical cancer screening; Human papilloma virus vaccination; Managed care plans; Quality measures,"Human papilloma virus (HPV) vaccination for adolescents aged 11–12 years and cervical cancer screening for women aged 21–65 years are recommended to help prevent cervical cancer. The purpose of this study was to describe 2018 National Committee for Quality Assurance (NCQA) Healthcare Effectiveness Data and Information Set (HEDIS®) data for the United States on HPV vaccination and cervical cancer screening from 275 commercial preferred provider organizations (PPOs), 219 commercial health maintenance organizations (HMOs), and 204 Medicaid HMOs. The Centers for Disease Control and Prevention and NCQA analyzed the data in 2021. The HEDIS® measure for HPV vaccination was the percentage of male and female adolescents aged 13 years who completed HPV immunization (2– or 3–dose series) on or before their 13th birthday. The measure for cervical cancer screening was the percentage of women screened either with cervical cytology within the last 3 years for women aged 21–64 years or with cervical cytology/HPV co-testing within the last 5 years for women aged 30–64 years. Nationally, the mean rate for HPV vaccination in 2018 was 37.8% in Medicaid HMOs, 30.3% in commercial HMOs, and 24.9% in commercial PPOs. The mean rate for cervical cancer screening was 75.9% in commercial HMOs, 72.6% in commercial PPOs, and 60.3% among Medicaid HMOs. Medicaid HMOs reported higher HPV vaccination rates but lower cervical cancer screening rates than commercial plans. These differences raise questions about explanatory factors and how to improve prevention performance by plan category.",False
SCOPUS_ID:3042584228,10.1016/j.ypmed.2004.01.031,Adolescent dairy consumption and physical activity associated with bone mass,Preventive Medicine,2004,Adolescent; Bone; Dairy; Ethnicity; Physical activity,"Background. This study identifies key modifiable factors influencing Asian and White adolescent bone development. Cross-sectional analysis of baseline data of cohort. Methods. Three hundred and twenty-three girls were examined from age-eligible girls at Kaiser Permanente Oahu in Hawaii. Girls' age, ethnicity, Tanner stage, 3-day diet record, level of physical activity, anthropometry, and calcaneal bone status were obtained by questionnaire and measurement, respectively. Lunar Achilles calcaneal was used to measure calcaneal bone mass. Multiple regression was used for analysis of factors influencing bone mass. Results. The mean age of adolescents was 11.6 ± 1.5 years. Girls were generally ethnically mixed; the mean Asian ethnic proportion was 48% while White ethnic proportion was 43% and other ethnic proportion was 10%. Multiple regression explained 40.8% and 25.6% of the variation in calcaneal broadband ultrasound attenuation (BUA) and speed of sound (SOS), respectively, in a model where age, weight, biacromial breadth, Tanner pubic hair stage, Asian ethnicity, dairy intake, and physical activity positively influenced bone mass. Conclusions. Tanner pubic hair stage, ethnicity, and biacromial breadth had the greatest influence on SOS; while physical activity, body weight, and dairy product intake had the greatest influence on BUA. © 2004 The Institute For Cancer Prevention and Elsevier Inc. All rights reserved.",False
SCOPUS_ID:84916897472,10.1136/jech-2014-204020,Preterm delivery among first-time Mexico-born mothers: A binational population-based comparison of deliveries in California and Mexico,Journal Of Epidemiology And Community Health,2015,,"Background: While studies have attributed the favourable birth outcomes of Mexico-born mothers in the USA to a 'healthy immigrant effect' that confers protection to immigrants, a comparison of immigrants with the source population in Mexico has been lacking. We compared preterm delivery (PTD) rates of Mexicoborn immigrants who delivered in California with Mexico-born women who delivered in Mexico (WIMX) and with a subgroup who delivered in the five top immigrant sending states in Mexico. Methods: Using 2009 birth records, we selected all live-born singletons of primiparous WIMX (699 129) and immigrants in California (33 251). We examined the unadjusted and adjusted association between place of delivery and any PTD (<37 weeks gestation), including PTD subcategories (early, moderate, late), using relative risks (RR) and 95% CIs. Multivariate models controlled for demographic and health system characteristics. Results: PTD rates were higher among immigrants in California (6.7%) than WIMX (5.8%) and compared to women in the sending states (5.5%). The unadjusted risk of any PTD (RR=1.17 (1.12 to 1.22)), early/ moderate PTD (<34 weeks gestation; RR=1.27 (1.18 to 1.38)) and late PTD (34-36 weeks; RR=1.14 (1.08 to 1.19)) was higher for immigrants than for WIMX and remained higher when controlling for age, education and healthcare variables. Birth weight <1500 g was also higher among immigrants (RR=1.27 (1.14 to 1.44)). Similar patterns were observed when comparing women in the sending states. Conclusions: We found no evidence of a 'healthy immigrant effect'. Further research must assess the comparability of gestational-age data in Mexican and Californian birth certificates.",False
SCOPUS_ID:85149681297,10.1016/j.amepre.2023.01.036,Widening Gaps and Disparities in the Treatment of Adolescent Alcohol and Drug Use Disorders,American Journal Of Preventive Medicine,2023,,"Introduction: The overall prevalence of alcohol use disorders and drug use disorders in adolescents has been declining in recent years, yet little is known about treatment use for these disorders among adolescents. This study aimed to examine the patterns and demographics of treatment of alcohol use disorders, drug use disorders, and both conditions among U.S. adolescents. Methods: This study used publicly available data for adolescents aged 12–17 years from the annual cross-sectional surveys of the National Survey on Drug Use and Health, 2011–2019. Data were analyzed between July 2021 and November 2022. Results: From 2011 to 2019, fewer than 11%, 15%, and 17% of adolescents with 12-month alcohol use disorders, drug use disorders, and both conditions received treatment, respectively, with significant decreases in treatment use for drug use disorders (OR=0.93; CI=0.89, 0.97; p=0.002). Overall, treatment use in outpatient rehabilitation facilities and self-help groups was most common but decreased over the course of the study period. Extensive disparities in treatment use were further identified on the basis of adolescents’ gender, age, race, family structure, and mental health. Conclusions: To improve adolescent treatment use for alcohol and drug use disorders, assessments and engagement interventions that are gender specific, developmentally appropriate, culturally sensitive, and contextually informed are especially needed.",True
SCOPUS_ID:33845253124,10.2105/ajph.2004.053744,"Infant mortality trends and differences between American Indian/Alaska Native infants and white infants in the United States, 1989-1991 and 1998-2000",American Journal Of Public Health,2006,,"Objectives. To describe changes in infant mortality rates, including birthweight-specific rates and rates by age at death and cause. Methods. We analyzed US linked birth/infant-death data for 1989-1991 and 1998-2000 for American Indians/Alaska Native (AIAN) and White singleton infants at ≥20 weeks' gestation born to US residents. We calculated birth weight-specific infant mortality rates (deaths in each birthweight category per 1000 live births in that category), and overall and cause-specific infant mortality rates (deaths per 100 000 live births) in infancy (0-364 days) and in the neonatal (0-27 days) and postneonatal (28-364 days) periods. Results. Birthweight-specific infant mortality rates declined among AIAN and White infants across all birthweight categories, but AIAN infants generally had higher birthweight-specific infant mortality rates. Infant mortality rates declined for both groups, yet in 1998-2000, AIAN infants were still 1.7 times more likely to die than White infants. Most of the disparity was because of elevated postneonatal mortality, especially from sudden infant death syndrome, accidents, and pneumonia and influenza. Conclusions. Although birthweight-specific infant mortality rates and infant mortality rates declined among both AIAN and White infants, disparities in infant mortality persist. Preventable causes of infant mortality identified in this analysis should be targeted to reduce excess deaths among AIAN communities.",True
SCOPUS_ID:84929603362,10.1093/aje/kwu350,"Violent victimization, mental health, and service utilization outcomes in a cohort of homeless and unstably housed women living with or at risk of becoming infected with HIV",American Journal Of Epidemiology,2015,depressive disorder; HIV; partner violence; quality of life; rape,"Most studies about the association between exposure to violence and higher psychological vulnerability have been cross-sectional in nature. Using longitudinal data from the Shelter, Health, and Drug Outcomes Among Women Study on 300 homeless or unstably housed women infected with or at risk of becoming infected with human immunodeficiency virus who were living in San Francisco, California, in 2008-2012, we examined the relationship between recent violent victimization and mental health status, mental health-related emergency department visits, and psychiatric hospitalization. We used generalized estimating equations to account for potentially confounding time-invariant and time-varying variables, including comorbid psychiatric conditions and lifetime history of child abuse. A total of 207 (69%) women experienced childhood abuse. The median number of psychiatric diagnoses per woman at baseline was 8 (interquartile range, 5-11). Recent exposure to violence was associated with lower mental health status (b =-1.85, 95% confidence interval:-3.02,-0.68) and higher risks of mental health-related emergency department visits (adjusted risk ratio = 2.96, 95% confidence interval: 1.51, 5.78) and psychiatric hospitalizations (adjusted risk ratio = 2.32, 95% confidence interval: 1.10, 4.91). We did not find strong evidence of a reciprocal relationship. Among homeless or unstably housed women with severe preexisting comorbid psychiatric conditions, recent violence has adverse mental health consequences. Reducing ongoing violence may improve mental health in this population.",True
SCOPUS_ID:85042694988,10.1016/j.ypmed.2018.02.019,Attitudes towards tobacco product regulations and their relationship with the tobacco control policies,Preventive Medicine,2018,Attitudes; Tobacco Control; Tobacco Control Legislations; Tobacco Control Scale,"The objective of this work is to describe the acceptability of some tobacco products regulations and to explore their relation with tobacco control legislation levels in Europe. We used data on tobacco control activities in Europe in 2007, 2010 and 2013 measured by the Tobacco Control Scale (TCS) and data regarding attitudes about tobacco control regulations (i.e. adding picture health warnings on all packages of tobacco products or increasing taxes on tobacco products) from the Special Eurobarometer of 2009, 2012 and 2014 (n = 80,831). We calculated the prevalence ratio of favorable attitudes towards tobacco products restrictions in the reference year 2009 vs. the most current year (i.e. 2009 vs 2014), and the effect of previous TCS scores on the attitudes towards tobacco products regulations adjusted for sociodemographic variables. Strong support for the studied tobacco products regulations, which modestly increased over time, was observed. A positive relation was generally observed between TCS scores and support for the studied tobacco products regulations at both the ecological and individual level. A positive correlation was found between TCS scores and support for increasing taxes on tobacco products (r sp :0.29; 95%CI: 0.10, 0.48) at the ecological level, while at the individual level, the positive association was more remarkable in the case of support for adding large health warning labels to packaging. In conclusion, support for the studied tobacco products regulations were positively related with European tobacco control levels of implementation both at the ecological and individual level.",False
SCOPUS_ID:85194884968,10.1007/s10654-024-01133-5,"Source-specific nitrate intake and all-cause mortality in the Danish Diet, Cancer, and Health Study",European Journal Of Epidemiology,2024,Meat; Mortality; Nitrate; Nitrite; Vegetables; Water,"Introduction: Nitrate and nitrite are naturally occurring in both plant- and animal-sourced foods, are used as additives in the processing of meat, and are found in water. There is growing evidence that they exhibit a spectrum of health effects, depending on the dietary source. The aim of the study was to examine source-dependent associations between dietary intakes of nitrate/nitrite and both all-cause and cause-specific mortality. Methods: In 52,247 participants of the Danish Diet, Cancer and Health Study, associations between source-dependent nitrate and nitrite intakes––calculated using comprehensive food composition and national drinking water quality monitoring databases––and all-cause, cardiovascular disease (CVD)-related, and cancer-related mortality over 27 years were examined using restricted cubic splines within Cox proportional hazards models adjusting for demographic, lifestyle, and dietary confounders. Analyses were stratified by factors hypothesised to influence the formation of carcinogenic N-nitroso compounds (namely, smoking and dietary intakes of vitamin C, vitamin E, folate, and polyphenols). Results: Plant-sourced nitrate intake was inversely associated with all-cause mortality [HRQ5vsQ1: 0.83 (0.80, 0.87)] while higher risks of all-cause mortality were seen for higher intakes of naturally occurring animal-sourced nitrate [1.09 (1.04, 1.14)], additive permitted meat-sourced nitrate [1.19 (1.14, 1.25)], and tap water-sourced nitrate [1.19 (1.14, 1.25)]. Similar source-dependent associations were seen for nitrite and for CVD-related and cancer-related mortality except that naturally occurring animal-sourced nitrate and tap water-sourced nitrate were not associated with cancer-related mortality and additive permitted meat-sourced nitrate was not associated with CVD-related mortality. No clear patterns emerged in stratified analyses. Conclusion: Nitrate/nitrite from plant sources are inversely associated while those from naturally occurring animal-sources, additive-permitted meat sources, and tap water-sources are positively associated with mortality.",False
