review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,abstract,manual_check1,manual_check2
DES-296,43699,SCOPUS_ID:85007277428,10.1016/j.ypmed.2016.11.005,"Assessing the effect of physical activity classes in public spaces on leisure-time physical activity: “Al Ritmo de las Comunidades” A natural experiment in Bogota, Colombia",Preventive Medicine,2017,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,False,True,False,True,False,"Community-based programs, natural experiment, Recreovia, physical activity classes; Leisure-time; Physical activity; Public space","The Recreovia program provides free physical activity (PA) classes in public spaces in Bogota, Colombia. The purpose of this study was to assess the effectiveness of the Recreovia program in increasing PA among users of nine parks in Bogota. This study was a natural experiment conducted between 2013 and 2015 in Bogota. Community members and park users living nearby three groups of parks were compared: Group 1 were parks implementing new Recreovias (n = 3), Group 2 were control parks (n = 3) without Recreovias, and Group 3 were parks with existing Recreovías. Individuals in the “intervention” group were exposed to newly implemented Recreovia programs in parks near their homes. Measurements were collected at baseline and 6–8 months after the intervention started. A total of 1533 participants were enrolled in the study: 501 for the existing Recreovias (included in a cross-sectional assessment) and 1032 participants (from the new Recreovias and control parks) included in the cross-sectional and pre-post study. Most participants were low income females. Twenty-three percent of the intervention group started participating in the program. Users of existing Recreovias were significantly more active and less likely to be overweight/obese compared to new Recreovia users at baseline. No changes on PA were found when comparing the intervention and control groups. Recreovias may have potential for increasing PA at the population level in urban areas given their rapid scalability, the higher levels of PA observed among program users, and its potential to reach women, low-income, less educated populations, and the overweight and obese.",,
DES-297,2710,SCOPUS_ID:0035875840,10.1093/aje/153.12.1227,Comparison of assessment methods for pesticide exposure in a case-control interview study,American Journal Of Epidemiology,2001,Other/None,Case-control,Case-control,Case-control,Case-control,Case-control,True,True,False,True,False,Case-control studies; Child; Epidemiologic methods; Interviews; Neoplasms; Neuroblastoma; Occupational exposure; Pesticides,"In epidemiologic studies, much of the variation in disease risk estimates associated with occupational pesticide exposure may be due to variation in exposure classification. The authors compared five different methods of using interview information to assess occupational pesticide exposure in a US-Canada case-control study of neuroblastoma (1992-1994). For each method, exposure assignment was compared with that of a reference method, and neuroblastoma effect estimates were calculated. Compared with the reference method, which included a complete review of occupation, industry, job tasks, and exposure-specific activities, the use of occupation-industry groups alone or in combination with general job task information diluted the exposed group by including individuals who were unlikely to have been truly exposed. The effect estimates representing associations between each exposure method and neuroblastoma were different enough to influence the study's conclusions, especially when the exposure was rare (for maternal occupational pesticide exposure, the odds ratio was 0.7 using the reference exposure assessment method and 3.2 using the occupation-industry group exposure assessment method). Exposure-specific questions about work activities can help investigators distinguish truly exposed individuals from those who report exposure but are unlikely to have been exposed above background levels and from those who have not been exposed but are misclassified as exposed because of their employment in an occupation-industry group determined a priori to be exposed.",,
DES-298,10465,SCOPUS_ID:84882974112,10.1016/j.amepre.2012.11.013,Bridging research and policy to address childhood obesity among border hispanics a pilot study,American Journal Of Preventive Medicine,2013,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,"Background: Mexican-American children are disproportionately affected by obesity compared to other population groups. Although national guidelines recommend using environmental and policy approaches to address this public health issue, the majority of Mexican-American children do not meet physical activity recommendations. Purpose: To describe a knowledge transfer process involving local decision makers to address childhood obesity and physical activity needs among low-income, Mexican-American children and to examine environmental policy recommendations generated in this process. Methods: This pilot study employed a qualitative research design that included the dissemination of primary research data to local decision makers in the Texas-Mexico border region. Stakeholders attending public meetings were briefed about a research project reporting on the physical activity needs of Mexican-American children from impoverished neighborhoods known as colonias. Seventy-four stakeholders responded to an unstructured questionnaire and proposed policy recommendations. Data were collected January-April 2011 and analyzed July-September 2011. Data were analyzed using a content analysis technique. Results: Four policy themes emerged from the data: (1) establishing sustainable community-based health programs; (2) improving neighborhood infrastructure and safety; (3) increasing access to parks; and (4) supporting community organizations to disseminate health education to parents and children. Conclusions: Knowledge transfer processes planned and facilitated by researchers at public meetings with local decision makers are effective methods to influence policy development related to childhood obesity. © 2013 American Journal of Preventive Medicine.",,
DES-299,33372,SCOPUS_ID:84939619752,10.1093/ije/dyv117,An enigma: Why vitamin A supplementation does not always reduce mortality even though vitamin A deficiency is associated with increased mortality,International Journal Of Epidemiology,2015,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,Child mortality; Heterologous effects; Vaccines; Vitamin A,"Background: Vitamin A deficiency (VAD) is associated with increased mortality. To prevent VAD, WHO recommends high-dose vitamin A supplementation (VAS) every 4-6 months for children aged between 6 months and 5 years of age in countries at risk of VAD. The policy is based on randomized clinical trials (RCTs) conducted in the late 1980s and early 1990s. Recent RCTs indicate that the policy may have ceased to be beneficial. In addition, RCTs attempting to extend the benefits to younger children have yielded conflicting results. Stratified analyses suggest that whereas some subgroups benefit more than expected from VAS, other subgroups may experience negative effects. Methods and Results: We reviewed the potential modifiers of the effect of VAS. The variable effect of VAS was not explained by underlying differences in VAD. Rather, the effect may depend on the sex of the child, the vaccine status and previous supplementation with vitamin A. Vitamin A is known to affect the Th1/Th2 balance and, in addition, recent evidence suggests that vitamin A may also induce epigenetic changes leading to downregulation of the innate immune response. Thus VAS protects against VAD but has also important and long-lasting immunological effects, and the effect of providing VAS may vary depending on the state of the immune system. Conclusions: To design optimal VAS programmes which target those who benefit and avoid those harmed, more studies are needed. Work is ongoing to define whether neonatal VAS should be considered in subgroups. In the most recent RCT in older children, VAS doubled the mortality for males but halved mortality for females. Hence, we urgently need to re-assess the effect of VAS on older children in large-scale RCTs powered to study effect modification by sex and other potential effect modifiers, and with nested immunological studies.",,
DES-300,37150,SCOPUS_ID:78650904299,10.1136/jech.2008.085639,Impact of heat on mortality in 15 European cities: Attributable deaths under different weather scenarios,Journal Of Epidemiology And Community Health,2011,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,"Background High ambient summer temperatures have been shown to influence daily mortality in cities across Europe. Quantification of the population mortality burden attributable to heat is crucial to the development of adaptive approaches. The impact of summer heat on mortality for 15 European cities during the 1990s was evaluated, under hypothetical temperature scenarios warmer and cooler than the mean and under future scenarios derived from the Intergovernmental Panel on Climate Change Special Report on Emission Scenarios (SRES). Methods A Monte Carlo approach was used to estimate the number of deaths attributable to heat for each city. These estimates rely on the results of a Bayesian random-effects meta-analysis that combines city-specific heat-mortality functions. Results The number of heat-attributable deaths per summer ranged from 0 in Dublin to 423 in Paris. The mean attributable fraction of deaths was around 2%. The highest impact was in three Mediterranean cities (Barcelona, Rome and Valencia) and in two continental cities (Paris and Budapest). The largest impact was on persons over 75 years; however, in some cities, important proportions of heat-attributable deaths were also found for younger adults. Heat-attributable deaths markedly increased under warming scenarios. The impact under SRES scenarios was slightly lower or comparable to the impact during the observed hottest year. Conclusions Current high summer ambient temperatures have an important impact on European population health. This impact is expected to increase in the future, according to the projected increase of mean ambient temperatures and frequency, intensity and duration of heat waves.",,
DES-301,43893,SCOPUS_ID:84994528807,10.1016/j.ypmed.2016.08.029,Associations between demographic characteristics and physical activity practices in Nevada schools,Preventive Medicine,2017,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,Children; Demography; Disparities; Nevada; Physical activity; Schools,"Schools are important settings for not only providing and promoting children's physical activity (PA) but also for reducing PA disparities. We investigated associations between school-level demographic characteristics (racial/ethnic and socioeconomic composition, urban-rural status, and student-to-teacher ratio) and 16 PA-promoting practices in 347 Nevada public elementary, middle, and high schools in 2014. We found that low-cost and easy-to-implement practices are most prevalent. There is relative demographic equity in ten of 16 PA practices and significant differences in six PA practices in Nevada schools. Schools with comparatively larger percentages of Black students are the most disadvantaged, as they have the fewest PA-supportive practices in place. Higher percent black was associated with lower odds of providing classroom activity breaks (AOR = 0.632, 95% CI = 0.453–0.881) and bike racks (AOR = 0.60, 95% CI = 0.362–0.996), greater odds of withholding recess/PE for disciplinary reasons (AOR = 1.377, 95% CI = 1.006–1.885), and lower odds of having recess supervisors who are trained to promote PA (AOR = 0.583, 95% CI = 0.374–0.909). Schools with greater percentages of Hispanic students have lower odds of providing before-school PA programs (AOR = 0.867, 95% CI = 0.761–0.987), whereas schools with greater percentages of low-SES students have greater odds of providing after-school PA programs (AOR = 1.135, 95% CI = 1.016–1.268). Higher student-to-teacher ratio was also associated with greater odds of providing after-school PA programs (AOR = 1.135, 95% CI = 1.016–1.268). Urban-rural status was unrelated to all PA practices.",,
DES-302,28236,SCOPUS_ID:84880899371,10.1093/eurpub/cks136,Aging and health in France: An unexpected expansion of disability in mid-adulthood over recent years,European Journal Of Public Health,2013,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,,"Objectives: The study presents new disability-free life expectancies (DFLE) estimates for France and discusses recent trends in the framework of the three 'health and aging' theories of compression, dynamic equilibrium and expansion of disability. The objectives are to update information for France and to compare two methods to analyse recent trends. Methods: DFLE at ages 50, 65 and in the 50-65 age group are computed for several disability dimensions, using data from five French surveys over the 2000s. Owing to scarce time series, we used two methods to assess trends and consolidate our conclusions: (i) decomposition of the DFLE changes using the available time series; (ii) linear regression using all the available estimates, classified by disability dimensions. Results: Trends in DFLE65 prolonged the dynamic equilibrium of the previous decades: increasing life expectancy with functional limitations but not with activity restrictions. Meanwhile, partial DFLE50-65 has decreased for various disability dimensions, including some activity restrictions, especially for women. Conclusion: France has recently experienced an unexpected expansion of disability in mid-adulthood while it is still on a trend of dynamic equilibrium at older ages. The study highlights the importance of monitoring trends in DFLE for various disability dimensions and broadens the scope of interest to the mid-adulthood. © The Author 2012. Published by Oxford University Press on behalf of the European Public Health Association. All rights reserved.",,
DES-303,24020,SCOPUS_ID:85206689789,10.1097/ede.0000000000001799,State Schooling Policies and Cognitive Performance Trajectories: A Natural Experiment in a National US Cohort of Black and White Adults,Epidemiology,2024,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,Quasi-experimental,False,True,False,True,False,cognition; cognitive aging; education; health disparities; longitudinal analysis; natural experiment,"Background: Education is strongly associated with cognitive outcomes at older ages, yet the extent to which these associations reflect causal effects remains uncertain due to potential confounding. Methods: Leveraging changes in historical measures of state-level education policies as natural experiments, we estimated the effects of educational attainment on cognitive performance over 10 years in 20,248 non-Hispanic Black and non-Hispanic White participants, aged 45+ in the REasons for Geographic and Racial Disparities in Stroke (REGARDS) cohort (2003-2020) by (1) using state- and year- specific compulsory schooling laws, school-term length, attendance rate, and student-teacher ratio policies to predict educational attainment for US Census microsample data from 1980 and 1990, and (2) applying policy-predicted years of education (PPYEd) to predict memory, verbal fluency, and a cognitive composite. We estimated overall and race- and sex-specific effects of PPYEd on level and change in each cognitive outcome using random intercept and slope models, adjusting for age, year of first cognitive assessment, and indicators for state of residence at age 6. Results: Each year of PPYEd was associated with higher baseline cognition (0.11 standard deviation [SD] increase in composite measure for each year of PPYEd, 95% confidence interval [CI]: 0.07, 0.15). Subanalyses focusing on individual cognitive domains estimate the largest effects of PPYEd on memory. PPYEd was not associated with rate of change in cognitive scores. Estimates were similar across Black and White participants and across sex. Conclusions: Historical policies shaping educational attainment are associated with better later life memory, a major determinant of dementia risk.",,
DES-304,9820,SCOPUS_ID:77953267050,10.1016/j.amepre.2010.03.004,Neighborhood Walkability and Sedentary Time in Belgian Adults,American Journal Of Preventive Medicine,2010,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,,"Background: Sedentary behavior (too much sitting) has deleterious health consequences that are distinct from lack of physical activity (too little exercise). Purpose: This study aimed to examine the associations of neighborhood walkability and sociodemographic factors with adults' self-reported and objectively assessed sedentary time. Methods: This Belgian cross-sectional study was conducted between May 2007 and September 2008. Twenty-four neighborhoods were stratified on GIS-based walkability and neighborhood SES. In all, 1200 adults (aged 20-65 years; 50 per neighborhood; 42.7 [SD=12.6] years; 47.9% men) completed a sociodemographic survey and the International Physical Activity Questionnaire. They also wore an accelerometer for 7 days: Sedentary time was identified as accelerometer counts of less than 100 per minute. Statistical analyses were performed in 2009, using multilevel regression models, adjusted for physical activity levels and individual SES. Results: Residents of high-walkable neighborhoods reported more sitting time than those of low-walkable neighborhoods (439.8 vs 403.4 minutes/day of daily sitting time, p<0.05). Living in high-walkable versus low-walkable neighborhoods was also associated with 2.9% more accelerometer-measured overall sedentary time (p<0.001). Being male, younger, unemployed, more highly educated, having a white-collar job (analysis for employed adults only), and living without children were all significantly associated with more sitting time. Conclusions: Contrary to expectations, living in a high-walkable neighborhood was associated with higher levels of sedentary time. If future studies in other contexts confirm these associations, environmental and policy innovations aiming to promote physical activity may need to address the potential negative health impact of sedentary behavior. © 2010 American Journal of Preventive Medicine.",,
DES-305,34239,SCOPUS_ID:85107083153,10.1093/ije/dyaa168,Early-life antibiotic use and risk of attention-deficit hyperactivity disorder and autism spectrum disorder: results of a discordant twin study,International Journal Of Epidemiology,2021,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,ADHD; antibiotics; ASD; children; discordant twin design; early life; gut-brain axis,"Background: Development of the gut-brain axis in early life may be disturbed by antibiotic use. It has been hypothesized that this disturbance may contribute to development of neurodevelopmental disorders, including autism spectrum disorder and attention-deficit hyperactivity disorder. We aimed to assess the association between antibiotic use in early life and the risk of developing attention-deficit hyperactivity disorder or autism spectrum disorder, while controlling for shared genetic and environmental factors in a discordant twin design. Methods: We conducted a cohort study in twins (7–12 years; 25 781 twins) from the Netherlands Twin Register (NTR) and a replication study in the Childhood and Adolescent Twin Study in Sweden (CATSS; 7946 9-year-old twins). Antibiotic use was recorded before age 2 years. Attention-deficit hyperactivity disorder and autism spectrum disorder were parent-reported in the Netherlands Twin Register and register-based in the Childhood and Adolescent Twin Study in Sweden. Results: Early-life antibiotic use was associated with increased risk of attention-deficit hyperactivity disorder development [pooled odds ratio (OR) 1.10, 95% confidence interval (CI) 1.02-1.17] and autism spectrum disorder (pooled OR 1.15, 95% CI 1.06-1.25) in a case-control design. When restricting to monozygotic twin pairs discordant for the outcome, associations disappeared for both disorders in both cohorts (attention-deficit hyperactivity disorder OR 0.90, 95% CI 0.48-1.69 and OR 0.80, 95% CI 0.37-1.76, and autism spectrum disorder OR 0.66, 95% CI 0.38-1.16 and OR 0.29, 95% CI 0.02-4.50, respectively). Conclusions: Our findings suggest that the association between early-life antibiotic use and risk of attention-deficit hyperactivity and autism spectrum disorder may be confounded by shared familial environment and genetics.",,
DES-306,12214,SCOPUS_ID:85112108552,10.1016/j.amepre.2021.05.009,"Outpatient Prescribing of Antibiotics and Opioids by Veterans Health Administration Providers, 2015–2017",American Journal Of Preventive Medicine,2021,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,,"Introduction: Antibiotics and opioids are targeted by public health and stewardship communities for reductions in prescribing across the country. This study evaluates trends and factors associated with outpatient prescribing by dental and medical providers in a large integrated health system. Methods: This was a cross-sectional study of national dental and medical outpatient visits from Department of Veterans Affairs facilities in 2015–2017; analyzed in 2019–2020. Antibiotic and opioid prescribing rates were assessed by provider and facility characteristics. Multivariable Poisson regression adjusted for repeated measures by the provider was used to assess the independent association between facility and provider characteristics and rate of prescribing. Results: Over the study period, 4,625,840 antibiotic and 10,380,809 opioid prescriptions were identified for 115,625,890 visits. Physicians prescribed most antibiotics (67%). Dentists prescribed 6% of the antibiotics but had the highest per-visit antibiotic prescribing rate compared to medical providers (6.75 vs 3.90 prescriptions per 100 visits, p<0.0001), which was largely driven by dental specialists. By contrast, dentists had lower opioid prescribing than medical providers (3.02 vs 9.20 prescriptions per 100 visits, p<0.0001). Overall, antibiotic and opioid prescribing decreased over time, with opioids having the greatest decreases (−28.0%). In multivariable analyses, U.S. geographic region, rurality, and complexity were associated with prescribing for both drug classes. Opioid and antibiotic prescribing were positively correlated. Conclusions: Although antibiotic and opioid prescribing has decreased, there are still important target areas for improvement. Interventions need to be tailored to community characteristics such as rurality and provider type.",,
DES-307,28590,SCOPUS_ID:84939484084,10.1093/eurpub/cku190,Concurrent validation of two key health literacy instruments in a South Eastern European population,European Journal Of Public Health,2015,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,,"Background: Public health practice has come to increasing recognition of health promotion and the central role of knowledge, attitude, beliefs and practices in achieving health promotion. Health literacy (HL) is an under-explored topic in South Eastern European countries. There are no HL reports from Albania to date. The aim of this study was to assess the concurrent validity of the European Health Literacy Survey Questionnaire (HLS-EU-Q) and the Test of Functional Health Literacy in Adults (TOFHLA) in a population-based sample of adults in Albania. Methods: A cross-sectional study was conducted in 2013 in Tirana, Albania, including 239 individuals aged ≥ 18 years (61% women; 87% response). A structured interviewer-administered questionnaire was applied twice (test and retest procedure after 2 weeks) including HLS-EU-Q and TOFHLA instruments. Results: The internal consistency was high for both instruments (Cronbach's alpha for the test procedure was 0.92 for TOFHLA and 0.98 for HLS-EU-Q). Both tools exhibited a high stability over time (Spearman's rho: 0.88 for TOFHLA and 0.87 for HLS-EU). Mean values of both instruments were similar in men and women (mean score for TOFHLA: 76.0 vs. 76.5, P = 0.83; mean score for HLS-EU-Q: 32.2 vs. 32.6, P = 0.63). For both instruments, higher HL scores were significantly associated with younger age, higher educational and economic level and lower body mass index. Conclusions: Our study provides valuable novel evidence on concurrent validation of two major HL instruments in a South Eastern European population-based sample. Future studies should be conducted in order to confirm and expand our findings.",,
DES-308,1356,SCOPUS_ID:0029834111,10.1093/oxfordjournals.aje.a008895,Confounding by indication and channeling over time: The risks of β<inf>2</inf>- agonists,American Journal Of Epidemiology,1996,Other/None,Case-control,Case-control,Cohort,Case-control,Case-control,True,True,False,True,False,asthma; bronchodilator agents; cohort studies; confounding factors (epidemiology); epidemiologic methods,"A previously published nested case-control study, the Saskatchewan Asthma Epidemiologic Project (SAEP) spanning 1980-1987, investigated the risk of fatal or near fatal asthma and found different risks for two inhaled β2- agonists, fenoterol and salbutamol. The authors assessed whether this comparison was confounded by indication because of channeling of inhaled fenoterol to more severely afflicted asthmatics. Using three subcohorts selected from a cohort of 12,301 asthmatics assembled from the computerized databases of Saskatchewan Health and followed over 7 years, the authors studied two forms of channeling and investigated whether greater asthma severity and less well-controlled disease were associated with preferential prescribing of a first prescription of inhaled fenoterol, as opposed to inhaled salbutamol, and whether they were associated with the likelihood of a switch from inhaled salbutamol to fenoterol as well as a switch from inhaled fenoterol to salbutamol. The authors found that the initial choice between fenotarol and salbutamol was independent of the severity of the asthma and disease control, but that preferential prescribing of fenoterol occurred among users of salbutamol who showed signs of increased severity or uncontrolled asthma. The switch from inhaled fenoterol to salbutamol was, however, minimally related to asthma severity. They conclude that the comparison between inhaled fenoterol and salbutamol in the SAEP may have been biased by indication. This study demonstrates that long-term information on medication use is essential to ensure that the results of such case-control studies are not biased by indication.",,
DES-309,1486,SCOPUS_ID:0029888495,10.1093/oxfordjournals.aje.a008711,Prognostic indices for mortality of hospitalized children in Central Africa,American Journal Of Epidemiology,1996,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,child; hospitals; malnutrition; mortality; ROC curve,"A hospital-based follow-up study was conducted between 1986 and 1988 at Lwiro (South Kivu Province, Zaire). Of 1,129 children in the study, three of four were severely malnourished, and 17.4% died. This study analyzes the mortality in hospital; its objectives are to evaluate the prognostic power of edema and anthropometric and biologic indicators and to seek indices that perform better. Receiver operating characteristic curves were established for each parameter under study and for each index constructed. Areas under receiver operating characteristic curves were highest for biologic indicators, and simple indices, obtained by counting the number of risk factors present, performed best. In the absence of biologic parameters, the authors suggest classifying children as at risk of dying when they present with edema and/or with arm circumference of less than 115 mm. When biologic measurements are possible, in addition to edema and arm circumference, the authors suggest taking serum albumin and transthyretin into account. For serum albumin and transthyretin, mortality risk is defined in terms of values of less than 16 g/liter and 6.5 mg/dl, respectively. Children will be classified as at risk of dying when they present with at least two of the four risk factors. The resulting diagnostic test has a high sensitivity (91.2%) and positive and negative predictive values of 40.8% and 97.9%, respectively.",,
DES-310,11721,SCOPUS_ID:85075023453,10.1016/j.amepre.2019.07.016,Part II: A Qualitative Study of Social Risk Screening Acceptability in Patients and Caregivers,American Journal Of Preventive Medicine,2019,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,False,,"Introduction: This study aimed to better understand patient and caregiver perspectives on social risk screening across different healthcare settings. Methods: As part of a mixed-methods multisite study, the authors conducted semistructured interviews with a subset of adult patients and adult caregivers of pediatric patients who had completed the Center for Medicare and Medicaid Innovation Accountable Health Communities social risk screening tool between July 2018 and February 2019. Interviews, conducted in English or Spanish, asked about reactions to screening, screening acceptability, preferences for administration, prior screening experiences that informed perspectives, and expectations for social assistance. Basic thematic analysis and constant comparative methods were used to code and develop themes. Results: Fifty interviews were conducted across 10 study sites in 9 states, including 6 primary care clinics and 4 emergency departments. There was broad consensus among interviewees across all sites that social risk screening was acceptable. The following 4 main themes emerged: (1) participants believed screening for social risks is important; (2) participants expressed insight into the connections between social risks and overall health; (3) participants emphasized the importance of patient-centered implementation of social risk screening; and (4) participants recognized limits to the healthcare sector's capacity to address or resolve social risks. Conclusions: Despite gaps in the availability of social risk–related interventions in healthcare settings, patient-centered social risk screening, including empathy and attention to privacy, may strengthen relationships between patients and healthcare teams. Supplement information: This article is part of a supplement entitled Identifying and Intervening on Social Needs in Clinical Settings: Evidence and Evidence Gaps, which is sponsored by the Agency for Healthcare Research and Quality of the U.S. Department of Health and Human Services, Kaiser Permanente, and the Robert Wood Johnson Foundation.",,
DES-311,5487,SCOPUS_ID:84862504913,10.1093/aje/kwr465,Role of tobacco use in the etiology of acoustic neuroma,American Journal Of Epidemiology,2012,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,Acoustic neuroma; Cigarette smoking; Smoking; Snuff; Snus; Swedish snuff; Tobacco; Vestibular schwannoma,"Two previous studies suggest that cigarette smoking reduces acoustic neuroma risk; however, an association between use of snuff tobacco and acoustic neuroma has not been investigated previously. The authors conducted a case-control study in Sweden from 2002 to 2007, in which 451 cases and 710 population-based controls completed questionnaires. Cases and controls were matched on gender, region, and age within 5 years. The authors estimated odds ratios using conditional logistic regression analyses, adjusted for education and tobacco use (snuff use in the smoking analysis and smoking in the snuff analysis). The risk of acoustic neuromawas greatly reduced inmale current smokers (odds ratio (OR) = 0.41, 95% confidence interval (CI): 0.23, 0.74) and moderately reduced in female current smokers (OR = 0.70, 95% CI: 0.40, 1.23). In contrast, current snuff use among males was not associated with risk of acoustic neuroma (OR = 0.94, 95% CI: 0.57, 1.55). The authors' findings are consistent with previous reports of lower acoustic neuroma risk among current cigarette smokers than among never smokers. The absence of an association between snuff use and acoustic neuroma suggests that some constituent of tobacco smoke other than nicotine may confer protection against acoustic neuroma. © The Author 2012.",,
DES-312,23152,SCOPUS_ID:84923939061,10.1097/ede.0000000000000236,"Framing air pollution epidemiology in terms of population interventions, with applications to multipollutant modeling",Epidemiology,2015,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,,"Air pollution epidemiology continues moving toward the study of mixtures and multipollutant modeling. Simultaneously, there is a movement in epidemiology to estimate policy-relevant health effects that can be understood in reference to specific interventions. Scaling regression coefficients from a regression model by an interquartile range (IQR) is one common approach to presenting multipollutant health effect estimates. We are unaware of guidance on how to interpret these effect estimates as an intervention. To illustrate the issues of interpretability of IQR-scaled air pollution health effects, we analyzed how daily concentration changes in 2 air pollutants (nitrogen dioxide and particulate matter with aerodynamic diameter ≤ 2.5 μm) related to one another within 2 seasons (summer and winter), within 3 cities with distinct air pollution profiles (Burbank, California; Houston, Texas; and Pittsburgh, Pennsylvania). In each city season, we examined how realistically IQR scaling in multipollutant lag-1 time-series studies reflects a hypothetical intervention that is possible given the observed data. We proposed 2 causal conditions to explicitly link IQR-scaled effects to a clearly defined hypothetical intervention. Condition 1 specified that the index pollutant had to experience a daily concentration change of greater than 1 IQR, reflecting the notion that the IQR is an appropriate measure of variability between consecutive days. Condition 2 specified that the copollutant had to remain relatively constant. We found that in some city seasons, there were very few instances in which these conditions were satisfied (eg, 1 day in Pittsburgh during summer). We discuss the practical implications of IQR scaling and suggest alternative approaches to presenting multipollutant effects that are supported by empirical data.",,
DES-313,444,SCOPUS_ID:0027533085,10.1093/oxfordjournals.aje.a116464,A case-control study of the risk of breast cancer in relation to oral contraceptive use,American Journal Of Epidemiology,1992,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,"Breast neoplasms; Contraceptives, oral","The relation of oral contraceptive use to the risk of breast cancer was evaluated in a case-control study of women under the age of 70 years, conducted in Toronto, Canada, from 1982 through 1986. A total of 607 breast cancer cases identified in a cancer hospital were compared with 1, 214 controls matched to the cases on neighborhood and decade of age. Information on oral contraceptive use and risk factors for breast cancer was collected in home interviews. Conditional logistic regression was used to control multiple confounding factors. For women aged 40-69 years (527 cases, 1, 054 controls), the results suggest that oral contraceptive use does not increase the risk of breast cancer. Multivariate relative risk estimates were close to or below 1.0 for long durations of use overall and in various categories of parity status and other factors. For women under the age of 40 years, the data were sparse (80 cases, 160 controls). Although there were some elevated relative risk estimates, most were not statistically significant, and there were no consistent patterns across duration of use. The present data add to the body of evidence that indicates that oral contraceptive use does not adversely affect the risk of breast cancer in older women; the data are inadequate to clarify the effect in younger women. Am J Epidemiol 1992; 136: 1437-44 © 1992 by The Johns Hopkins University School of Hygiene and Public Health.",,
DES-314,34333,SCOPUS_ID:85145341571,10.1093/ije/dyac188,Impact of Brazil's Bolsa Família Programme on cardiovascular and all-cause mortality: a natural experiment study using the 100 Million Brazilian Cohort,International Journal Of Epidemiology,2022,Quasi-experimental,Other/None,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,Bolsa Família Programme; Cardiovascular disease; conditional cash transfer; Family Health Strategy; mortality,"Background: Cardiovascular disease (CVD) has a disproportionate effect on mortality among the poorest people. We assessed the impact on CVD and all-cause mortality of the world's largest conditional cash transfer, Brazil's Bolsa Família Programme (BFP). Methods: We linked administrative data from the 100 Million Brazilian Cohort with BFP receipt and national mortality data. We followed individuals who applied for BFP between 1 January 2011 and 31 December 2015, until 31 December 2015. We used marginal structural models to estimate the effect of BFP on all-age and premature (30-69 years) CVD and all-cause mortality. We conducted stratified analyses by levels of material deprivation and access to healthcare. We checked the robustness of our findings by restricting the analysis to municipalities with better mortality data and by using alternative statistical methods. Results: We studied 17 981 582 individuals, of whom 4 855 324 were aged 30-69 years. Three-quarters (76.2%) received BFP, with a mean follow-up post-award of 2.6 years. We detected 106 807 deaths by all causes, of which 60 893 were premature; and 23 389 CVD deaths, of which 15 292 were premature. BFP was associated with reductions in premature all-cause mortality [hazard ratio (HR) = 0.96, 95% CI = 0.94-0.98], premature CVD (HR = 0.96, 95% CI = 0.92-1.00) and all-age CVD (HR = 0.96, 95% CI = 0.93-1.00) but not all-age all-cause mortality (HR = 1.00, 95% CI = 0.98-1.02). In stratified and robustness analyses, BFP was consistently associated with mortality reductions for individuals living in the two most deprived quintiles. Conclusions: BFP appears to have a small to null effect on premature CVD and all-cause mortality in the short term; the long-term impact remains unknown.",,
